,name,ingredients,steps,loves,url,description,image
23,Ayam Garang Asem,1/2 ekor ayam--Secukupnya daun pisang--1 santan kara kecil--1 jeruk nipis--👉bumbu rajang--5 cabai rawit--5 cabai merah--4 tomat hijau kecil--6 bawang merah--4 bawanh putih--👉tambahan--1 ruas laos--2 ruas jahe--4 daun jeruk--2 daun salam--2 batang serai--👉garam gulpas air minyak goreng--,"Potong2 ayam kecil2 lalu cuci dan beri perasan jeruk nipis diamkan sebentar dan cuci lgi.--Tumis bumbu rajang beserta laos, daun jeruk, jahe, daun salam dan serai.--Masukkan ayam dan air secukupnya. Tanbahkan garam dan gulpas. Masak setengah mateng--Lalu masukkan santan kara aduh2 sampai mendidih matikan kompor--Bungkus ayam dengan daun pisang lalu kukus kira2 15 menit--Siap dihidangkan--",3,/id/resep/4471498-ayam-garang-asem,,https://img-global.cpcdn.com/recipes/70137618a6ea98da/680x482cq70/ayam-garang-asem-foto-resep-utama.jpg
24,Bakwan Udang Sederhana,1/2 kg Tepung terigu (sudah di ayak)--1/2 Udang segar--1 btr Telur--4 siung bawang putih--1 sdm garam--1/2 sdm picin--1/2 bks penyedap rasa--1/2 sdm Merica bubuk--1/2 Ltr Air putih es--Minyak Makan--Daun Bawang (cincang)--Wortel (potong potong kecil)--,"Haluskan bawang putih, garam, picin dan merica bubuk--Masukan bumbu yang dihalus kan ke dalam udang, masukkan tepung terigu dan air secukup nya (jangan terlalu kental)--Pecahkan telur kedalam adonan, masukan potongan wortel dan daun bawang aduk hingga merata--Panas kan minyak goreng, masuk kan adonan sedikit demi sedikit--Setelah matang tiris kan, nikmati dengan saus tomat. Yummy--",0,/id/resep/4475500-bakwan-udang-sederhana,Kefikiran aja ni mom's hujan hujan berhubung perut lapar juga pas banget dech ada udang seger dikulkas so cuuzzz dibikin ini 😊,https://img-global.cpcdn.com/recipes/6b4f76a896552b68/680x482cq70/bakwan-udang-sederhana-foto-resep-utama.jpg
25,31. Lele Goreng Krenyes No Amis,1/2 kg lele sayat sisinya--1 buah jeruk nipis--Minyak goreng secukupnya untuk menggoreng lele--Bumbu halus--3 siung bawang putih--2 siung bawang merah--1 cm ruas kunyit--1 sdt ketumbar bubuk--secukupnya Garam--,"Bersihkan lele dan buang isinya, lalu Haluskan bumbu yg ada lalu tambahkan sedikit air--Masukkan lele kedalam bumbu lalu tambahkan perasan air jeruk nipis k seluruh bagian lele--Diamkan lele -+30 menit--Panaskan minyak di penggirengan lalu goreng lele hingga bener2 kering--Angkat lele lalu tiriskab--Siap dihidangkan--",5,/id/resep/4471282-31-lele-goreng-krenyes-no-amis,Lagi pengen lele ala lalapan lamongan makanya pagi beli lele trus makannya pakek sambel bawang endesss drh,https://img-global.cpcdn.com/recipes/7e91bad3c93ed8d6/680x482cq70/31-lele-goreng-krenyes-no-amis-foto-resep-utama.jpg
26,Siomay Ayam Udang,"150 gr ayam, blender--150 gr udang cincang kasar--1 btr telur--1 btr bawang putih, blender bersama ayam--1 bh wortel parut, sisihkan sedikit u/ taburan--1 btg daun bawang--1 sdm saus tiram--1 sdm minyak wijen--Garam--Merica--Kulit siomay--",Campur semua bahan aduk rata.--Oles minyak kulit siomay sblm diisi.--Beri taburan wortel lalu kukus (kukusan yg telah dipanaskan sebelumnya) 15 menit api sedang.--,6,/id/resep/4468094-siomay-ayam-udang,"Kulit siomaynya lupa dioles minyak, jd kurang cantik.. tapi rasanya tetep ueeenakk 😄",https://img-global.cpcdn.com/recipes/93a65a2d178f7372/680x482cq70/siomay-ayam-udang-foto-resep-utama.jpg
27,Cah Buncis Telur,Buncis secukupnya (iris serong)--2 butir telur (kocok lepas)--Bumbu (iris) :--Cabe merah--Cabe hijau besar--1 siung bawang putih--3 butir bawang merah--Bawang bombay--secukupnya Garam--secukupnya Gula pasir--secukupnya Bubuk kaldu--,Panaskan sedikit minyak tumis bumbu sampe layu dan harum--Masukkan kocokan telur lalu orak arik. Setelah itu masukkan buncis tambahkan sedikit air--Tambahkan bumbu2 penyedapnya. Cek rasa lalu angkat😁--,22,/id/resep/4467631-cah-buncis-telur,recipe by: xanders kitchen (HOME COOKING),https://img-global.cpcdn.com/recipes/1c7512c305644b52/680x482cq70/cah-buncis-telur-foto-resep-utama.jpg
28,Terik tahu tempe labu siam jipang,100 gr daging sapi sambelan--1 buah labu siam jipang potong2--1 papan tempe potong2--5 buah tahu--2 lembar daun salam--secukupnya Bawang goreng--2 mangkok santan--1 liter air--Bumbu halus:--4 siung bawang putih--4 siung bawang merah--Garam.gula--1/2 sdm merica--secukupnya Laos.jahe.kunyit--1/4 butir pala--,Rebus daging dgn air sampe empuk.sambil menunggu empuk.masukkan tmpe tahu jipang dan bumbu halus biar meresap--Tambahkan daun salam dan santan.rebus mendidih.icip2 rasanya.tambahkn bawang goreng--Happy cooking moms--,5,/id/resep/4466578-terik-tahu-tempe-labu-siam-jipang,Makanan ini cocok untuk yg g doyan pedes khususnya anak2.tinggal bikin sambel trasi...sedapp,https://img-global.cpcdn.com/recipes/ca6b851a315a30be/680x482cq70/terik-tahu-tempe-labu-siam-jipang-foto-resep-utama.jpg
29,Martabak tahu pedas kulit lumpia,12 lembar kulit lumpia--4 buah tahu putih--2 batang daun bawang (iris halus)--1 batang daun seledri (iris halus)--3 btr telur (sy pakai 2 aja krn agak besar)--1 sdm terigu + 2 sdm air (sbgai lem kulit lumpia)--Sckpnya minyak utk menggoreng--Bumbu halus :--3 siung bawang putih--1/2 bks lada/merica bubuk--Sckpnya garam gula dan kaldu bubuk--3-4 cabe merah kriting iris serong--2 buah wortel agak kecil parut kasar--,"Haluskan tahu putih campur semua bahan kecuali kulit lumpia (icip rasa)--Ambil 1 lbr kulit lumpia beri 1 sdm adonan tahu ditengahnya lalu lipat (seperti amplop) dgn rapi, lalu beri lem disetiap sisisnya spy tdk terbuka pd saat digoreng, lakukan hingga habis--Panaskan minyak diatas wajan dgn api sedang cenderung kecil, goreng martabak sampai kecoklatan angkat dan tiriskan (abaikan wajannya yg sdh mulai jelek ya 😁)--Martabak tahu pedas kulit lumpia siap dihidangkan--Selamat mencoba... 😘😘--",7,/id/resep/4472701-martabak-tahu-pedas-kulit-lumpia,"Bikin martabak tahu ssh2 gampang pd saat membungkusnya, kadang suka sobek krn kulitnya yg agak tipis bikin 😫 gregetan jadinya akibatnya tahu pd keluar semua pd saat digoreng... sedkt tips dr sy :  kulit lumpia jgn disimpan di kulkas (ini slh satu yg menyebabkan kulit cpt sobek pas digunakan, klo sdh dibeli usahakan lgsg digunakan, pd saat menggoreng jgn buru2 dibalik, balik martabak tahu klo sdh agak mengering spy lbh kuat dan tdk sobek).... mdh2an bermanfaat yaaa 😘😘 Alhamdulillah hangat2 lgsg diserbu, dicoba yuk
Source :  Bang Anto
By  :   Dapur Dien  ²³⁰²¹⁸",https://img-global.cpcdn.com/recipes/936660f7ef7182e0/680x482cq70/martabak-tahu-pedas-kulit-lumpia-foto-resep-utama.jpg
30,Soup tulang kambing 🍲,"1 kg tulang kambing rebus kurleb 15 menit, beri perasan jeruk nipis--4 siung bawang putih--3 siung bawang merah--2 cm jahe geprek--2 buah daun bawang--Seledri dan bawang goreng secukup nya--Wortel,lobak, kentang uk besar (masing” 1 buah)--2 biji bunga lawang--1 buah kapulaga--","Haluskan duo bawang, masukkan ke wajan yg sudah di beri air dan garam secukupnya. Masukkan tulang kambing yg sdh di rebus, kapulaga, jahe dan bunga lawang. Tunggu sampai mendidih.--Masukkan wortel, lobak, kentang yg sudah di iris. Tunggu smpai setengah matang.--Masukkan daun bawang dan seledri yg sudah di iris. Tes rasa jika sudah masukkan bawang goreng. Siap di sajikan. 👌--",1,/id/resep/3986722-soup-tulang-kambing-%F0%9F%8D%B2,,https://img-global.cpcdn.com/recipes/eee58ce12a3c2098/680x482cq70/soup-tulang-kambing-foto-resep-utama.jpg
31,Steak Tenggiri perdana,250 gr tenggiri fillet--1 siung bawang putih haluskan--1 bh jeruk nipis ambil airnya--1 sdm minyak wijen--lada--garam--Bahan saos :--2 siung bawang putih haluskan--1 bh bawang Bombay kecil iris--1 sdm kecap ikan--1 sdm kecap manis--1 sdt saos tiram--1 sdm minyak wijen--,"Cuci bersih ikan kemudian marinasi dg bumbu,diamkan selama 15mnt atau sampai bumbu meresap lalu panggang diteflon dg api kecil #ga punya grill😁 panggang sampai matang--Sambil menunggu ikan matang,kita buat saosnya, panaskan minyak lalu tumis bawang putih sampai harum,lalu masukkan secara bersamaan sikecap2 tadi--Setelah ikan matang,tata dipiring saji dan siapkan utk menu makan malam...😃 sajikan bersama sayuran rebus sesuka hati 😄--",7,/id/resep/4462645-steak-tenggiri-perdana,"Tetap blm punya look yg menarik,,,tp ini lumayan mengobati keingintahuan steak ikan itu seperti apa 😂haiya org kampung hari gini baru tahu masak steak,tp yasudah lah,,,yg pntg bisa membahagiakan suami yg lg diet😆",https://img-global.cpcdn.com/recipes/2606fe4341e6e47d/680x482cq70/steak-tenggiri-perdana-foto-resep-utama.jpg
32,Asinan tahu melotot,"10 butir tahu putih uk kecil--1 butir telur--4 sdm terigu--bumbu halus--3 siung bawang putih--secukupnya ketumbar,merica,garam,penyedap.sesuai selera--bumbu asinan--15 butir cabai rawit--2 butir cabai merah kriting--1 sdm gula putih--1 siung bawang putih--air panas--5 buah asam--secukupnya garam--","Haluskan tahu,masukan telur,terigu,bumbu halus.uleni merata.goreng--Ulek semua bumbu kecuali asam.setelah halus masukan air panas rendaman asam.--Siram saus di atas tahu.--",6,/id/resep/4470000-asinan-tahu-melotot,,https://img-global.cpcdn.com/recipes/e7984acf33ae055e/680x482cq70/asinan-tahu-melotot-foto-resep-utama.jpg
33,Chicken Teriyaki,"500 gr Daging ayam iris memanjang--1 bh Bawang bombay, iris memanjang--1/2 sdt Gula--1/4 sdt Garan--150 ml Air--Minyak untuk menumis--Bumbu perendam :--3 sdm Saus teriyaki--2 sdm Saus tiram--1 sdm Kecap manis--1 sdt Minyak wijen--3 siung bawang putih, haluskan--2 cm Jahe, haluskan--1/4 sdt Merica--1/2 sdt Kaldu bubuk--","Campur daging  ayam dengan bumbu perendam,gula dan garam,diamkan dikulkas 1-2jam agar bumbu meresap.--Panaskan minyak tumis daging sampai matang tuangi air,masukan bawang bombay,masak sampai air agak menyusut,kentalkan dengan larutan maizena.--",1,/id/resep/4469586-chicken-teriyaki,,https://img-global.cpcdn.com/recipes/8eae3badbce2de1c/680x482cq70/chicken-teriyaki-foto-resep-utama.jpg
34,Asam padeh ikan tuna,1/2 kg ikan tuna--6 siung bawang merah--4 siung bawang putih--2 ruas kemiri--2 batang serai--2 ruas kunyit--2 ruas laos--4 lembar daun jeruk--1 lembar daun kunyit--2 buah asam Kandis--4 buah belimbing hulu--6 buah cabai merah (bisa disesuaikan)--10 buah cabai rawit (bisa disesuaikan)--3 gelas air--2 sendok garam--1/2 sendok gula--,"Haluskan bumbu (cabai merah, kemiri, bawang, kunyit, Laos)--Tumis bumbu sampai berubah warna--Tambahkan air--Masukkan serai yg sudah di geprek, daun kunyit, daun jeruk, asam Kandis, belimbing hulu, dan cabai rawit utuh (tdk dihaluskan dan tdk dipotong)--Tunggu sampai mendidih--Setelah mendidih, masukkan ikan tuna (sudah dicuci bersih dan diberi air perasan jeruk)--Kemudian beri garam dan gula secukupnya--Tunggu sampai air sedikit berkurang dan mengental--Asam padeh ikan tuna siap disajikan--",7,/id/resep/4473138-asam-padeh-ikan-tuna,Kalau sudah recook. Kirimkan fotonya ya kak :),https://img-global.cpcdn.com/recipes/bb1a457b2e4431fc/680x482cq70/asam-padeh-ikan-tuna-foto-resep-utama.jpg
35,Gulai Kambing,"1/2 kg daging kambing, potong ukurannya sesuai selera--secukupnya Air untuk merebus pertama--Air untuk rebusan kedua--250 ml santan kental--2 sdm minyak untuk menumis--Bumbu- bumbu--8 butir bawang merah--6 butir bawang putih--3 butir kemiri--1 sdt ketumbar--1/2 sdt jinten--1 sdt merica--1 ruas jahe--1 sdm cabe giling--2 batang serai keprek--1 ruas lengkuas--3 cm kayu manis--2 lembar daun salam--3 lembar daun jeruk--3 buah cengkeh--2 buah kapulaga--3 buah cabe merah iris--1 buah tomat belah 4--secukupnya Bawang daun dipotong--1 sdm garam--secukupnya Bumbu penyedap--","Pertama cuci daging kambing hingga bersih. Lalu masukkan daging kambing ke dalam panci berisi air. Masukkan serai, jahe, daun jeruk. Lalu masak sampai mendidih. Sekitar 15 menit. Lalu buang air rebusan pertama. Rebus kembali daging dengan air baru sampai setengah matang.--Setelah itu haluskan bumbu bawang merah, putih, ketumbar, jinten, jahe, kemiri, cabai, merica.--Lalu bumbu halus ditumis dengan minyak. Masukkan lengkuas, serai, cengkeh, kayu manis, daun jeruk, dan daun salam.--Setelah daging kambing setengah masak, masukkan bumbu tumis ke dalam panci daging. Masak sampai daging matang. Setelah daging matang, masukkan santan kental secukupnya. Masukkan tomat dan Didihkan kembali sampai santan masak. Koreksi rasa apakah garam sudah cukup. Masukkan potongan bawang daun--Gulai kambing sudah siap dihidangkan dengan taburan bawang merah goreng.--Gulai kambing sudah siap dihidangkan dengan taburan bawang merah goreng.--",9,/id/resep/2375123-gulai-kambing,,https://img-global.cpcdn.com/recipes/37e6c774f9652671/680x482cq70/gulai-kambing-28-foto-resep-utama.jpg
36,Cah sawi hijau tahu putih,"1 ikat sawi hijau, aku beli 2 rb--3 buah tahu putih potong kotak goreng 1/2 mateng--3 buah bawang merah iris--2 siung bawang putih cincang--3 buah cabe m dan rawit m iris tipis--Minyak g secukupnya untuk menumis--1/4 sdt gula pasir--Royco ayam--1/2 sdt Saos tiram dan kecap asin--","Tumis bamer baput, dan cabe. Tambahkan sawi,tahu aduk rata. Masukan saos tiram, kecap asin dan royco gula pasir tambahkan air sedikit, tutup sbentar--Aduk rata. Angkat, sajikan--",4,/id/resep/4472346-cah-sawi-hijau-tahu-putih,,https://img-global.cpcdn.com/recipes/3e90a11e3805e1ce/680x482cq70/cah-sawi-hijau-tahu-putih-foto-resep-utama.jpg
37,Pempek kulit ikan tenggiri,500 gr kulit ikan tenggiri halu--200 cc air matang--1 sdt garam--1 sdt Penyedap/ kaldu jamur--1/2 sdt merica--1/2 sdt gula--60 ml santan kental--5 siung bawang putih--5 siung bawang merah--350 gr sagu tani--2 sdm terigu--100 gr sagu untuk balur--,Aduk ikan tambahkan air sedikit demi sedikit bersamaan dgn garam--Masukkan terigu bersama santan--Masukkan sagu--Balurin tangan dgn sagu bentuk adonan dgn sendok makan--Letakkan di piring yg ditabur sagu--Goreng minyak panas sampai mengembang--Dinginkan--Potong2 lalu goreng--Siap menggoyang lidah sajikan dgn cuko--,6,/id/resep/4472657-pempek-kulit-ikan-tenggiri,Garing di luar lembut di dalam,https://img-global.cpcdn.com/recipes/4bd6f18f1ae9bc1f/680x482cq70/pempek-kulit-ikan-tenggiri-foto-resep-utama.jpg
38,Empal serundeng daging sapi,"1 kilo daging sapi--3 lembar daun salam--3 lembar daun jeruk--1 sdm asam jawa, rendam pakai 50ml air--1/2 butir kelapa muda parut--1 ruas jahe digeprek--1 liter air untuk merebus daging--Bumbu Halus--5 buah cabe keriting--10 buah bawang putih--1 sdt ketumbar--1/2 sdt jinten--3 ruas lengkuas--1 ruas jahe--2 batang serai--1 sdm garam--2 sdm gula merah (saya pakai 1 bulet kecil)--","Rebus daging dengan air, daun salam, jahe geprek sampai empuk--Setelah empuk, potong2 sesuai serat lalu digepuk/geprek sampai tipis.--Campur bumbu halus, daging, daun jeruk dan air asam jawa. Remas2 dan diamkan selama 30 menit--Pindahkan ke dalam wajan, tuang 300ml air kaldu bekas merebus daging tadi. Masak dengan api kecil sambil diaduk terus.--Setelah air menyusut, masukkan kelapa muda parut. Aduk terus sampai benar2 kering.--Empal serundeng siap untuk disantap--",7,/id/resep/4448936-empal-serundeng-daging-sapi,Menu ini biasanya ada di nasi rames. Adanya disekitat jawa timur dan jawa tengah saja. Sayang di Depok ga ada yang jual. Jadi masak aja lah ya pakai resep ibu 🤗,https://img-global.cpcdn.com/recipes/feeeed1be923da60/680x482cq70/empal-serundeng-daging-sapi-foto-resep-utama.jpg
39,Ayam penyet rumahan,"1 ekr ayam negri cuci bersih ptng beri air jeruk nipis cuci lagi--1 buah jeruk nipis--Bumbu ayam goreng jd,yg bsah. bisa beli di pasar,aku beli 3rb--2 lmbr daun salam--2 lmbr daun jeruk--1 btng sere geprek--Garam secukupnya dan penyedap--secukupnya Minyak goreng--Sambel penyet:--20 buah cabe rawit merah--5 buah cabe merah--2 siung bawang p kating--5 buah bawang merah goreng sebentr--Penyedap dan sedikit gula--","Ungkep ayam bersama bumbu jadi, daun salam, daun jeruk, sere,dan garam,tambah sedikit penyedap apinya kecil ajah ya. Lalu tutup--Apabila sudah empuk dan matang goreng dalam minyak panas dan banyak sampe warna kuning kecoklatan, angkat--Sementara lagi goreng ayam, kita siapkan sambel dulu, uleg semua cabe, dan bawang merah garam,sedikit gula dan penyedap, setelah agak halus kumpulin sambalnya di tengah cobek lalu siram dengan minyak panas bekas goreng ayam tadi lalu uleg lagi supaya rata--Masukan ayam goreng ke dalam cobek lalu penyet pake ulegan, siap di hidangkan--Selamat mencoba--",3,/id/resep/4472187-ayam-penyet-rumahan,,https://img-global.cpcdn.com/recipes/8f341f265c299f00/680x482cq70/ayam-penyet-rumahan-foto-resep-utama.jpg
40,Tempe Goreng Tepung,1/4 Tempe--Terigu--Ketumbar Bubuk--Garam--Masako Ayam--1 lembar Daun Bawang--,"Potong - potong tempe dahulu dan daun bawang.--Siapkan adonan, masukan terigu, garam secukupnya, ketumbar bubuk secukupnya, dan masako. Beri air sedikit aduk rata. (kalo aku ga begitu kental adonannya jd aga cair dikit)--Siapkan minyak yang sudah panas dengan api kecil, masukan tempe keadonan, dan goreng tempe hingga matang (tdk terlalu gosong dan tdk terlalu setengah matang)--Tempe goreng tepung siap untuk cemilan atau dibuat lauk👌--",4,/id/resep/4472060-tempe-goreng-tepung,,https://img-global.cpcdn.com/recipes/e9a1cc3c2035d580/680x482cq70/tempe-goreng-tepung-foto-resep-utama.jpg
41,Ayam panggang saos kecap,"Bumbu ayam panggang ;--1 kg ayam potong sesuai selera--3 siung bawang merah,ulek halus--3 siung bawang putih,ulek halus--Sedikit kunyit,dan garam,ulek halus--Untuk olesan ayam ;--Kecap manis,saus tomat,sedikit minyak,dicampur--Saos kecap/cocolan ;--sesuai selera Kecap manis--5 siung bawang merah,iris melintang agak tebal--3 siung bawang putih,ulek halus--5 buah cabe rawit,ulek halus--2 buah tomat potong sesuai selera--Jeruk nipis (skip)--Arang untuk memanggang ayam--","Cuci bersih ayam dan tiriskan,campur dibumbu yang sudah dihaluskan,aduk rata,diamkan selama 15 menit,lalu kukus selama 20 menit/ sampai mateng--Sementara menunggu ayam dikukus,siapkan pemanggangan arangnya dulu untuk memanggang ayam--Keluarkan ayam yang sudah dikukus dan siap dipanggang diatas pemanggangan arang--Panggang ayam sambil diolesi dengan olesan, campuran kecap manis,saos tomat dan minyak,bolak balik ayam agar tidak gosong sambil diolesi sampai matang,angkat dan taroh dipiring saji--Campurkan semua bahan saos kecap/ cocolan nya diwadah(mangkok),tambahkan kecap manis secukupnya,aduk agar tercampur rata,dan beri perasan jeruk nipis--Ayam panggang dan saos kecap sudah siap dihidangkan bersama nasi hangat dan irisan timun sebagai pelengkap--",0,/id/resep/4471637-ayam-panggang-saos-kecap,Anak2 klo pada ngumpul paling senang klo dibikinkan ayam panggang saos kecap.....😅😋,https://img-global.cpcdn.com/recipes/f9f1042adccfe154/680x482cq70/ayam-panggang-saos-kecap-foto-resep-utama.jpg
42,TTKK (tahu telur timun tauge kuah kacang),1 butir telur--1 tahu--secukupnya Timun--secukupnya Tauge--Kuah kacang :--Kacang tanah disangrai--Bawang merah--Bawang putih--Cabe kering--Cabe rawit--Gula merah--,"Goreng tahu dan telur, rebus tauge.--Potong2 timun sesuai selera--Tata telur pada piring, potong tahu taruh diatas telur tadi lalu tauge dan timun lalu airam kuah kacang--TTKK siap disantap--",0,/id/resep/4473231-ttkk-tahu-telur-timun-tauge-kuah-kacang,"Ngebakul dirumah, biar gak bosen pelanggan saya manfaatkan bumbu kacangnya ",https://img-global.cpcdn.com/recipes/394ff3287cc91456/680x482cq70/ttkk-tahu-telur-timun-tauge-kuah-kacang-foto-resep-utama.jpg
